AeroTag,CL_target,CD_target,CoP_target,ErrorMessage,RunNumber
CL_0.080_CD_0.010_CoP_0.575,0.08,0.01,0.575,Lap_Sim_constantAero_T27.m not found.,973
CL_0.090_CD_0.010_CoP_0.575,0.09,0.01,0.575,Lap_Sim_constantAero_T27.m not found.,974
CL_0.100_CD_0.010_CoP_0.575,0.1,0.01,0.575,Lap_Sim_constantAero_T27.m not found.,975
CL_0.110_CD_0.010_CoP_0.575,0.11,0.01,0.575,Lap_Sim_constantAero_T27.m not found.,976
CL_0.120_CD_0.010_CoP_0.575,0.12,0.01,0.575,Lap_Sim_constantAero_T27.m not found.,977
CL_0.130_CD_0.010_CoP_0.575,0.13,0.01,0.575,Lap_Sim_constantAero_T27.m not found.,978
CL_0.140_CD_0.010_CoP_0.575,0.14,0.01,0.575,Lap_Sim_constantAero_T27.m not found.,979
CL_0.040_CD_0.015_CoP_0.575,0.04,0.015,0.575,Lap_Sim_constantAero_T27.m not found.,980
CL_0.050_CD_0.015_CoP_0.575,0.05,0.015,0.575,Lap_Sim_constantAero_T27.m not found.,981
CL_0.060_CD_0.015_CoP_0.575,0.06,0.015,0.575,Lap_Sim_constantAero_T27.m not found.,982
CL_0.070_CD_0.015_CoP_0.575,0.07,0.015,0.575,Lap_Sim_constantAero_T27.m not found.,983
CL_0.080_CD_0.015_CoP_0.575,0.08,0.015,0.575,Lap_Sim_constantAero_T27.m not found.,984
CL_0.090_CD_0.015_CoP_0.575,0.09,0.015,0.575,Lap_Sim_constantAero_T27.m not found.,985
CL_0.100_CD_0.015_CoP_0.575,0.1,0.015,0.575,Lap_Sim_constantAero_T27.m not found.,986
CL_0.110_CD_0.015_CoP_0.575,0.11,0.015,0.575,Lap_Sim_constantAero_T27.m not found.,987
CL_0.120_CD_0.015_CoP_0.575,0.12,0.015,0.575,Lap_Sim_constantAero_T27.m not found.,988
CL_0.130_CD_0.015_CoP_0.575,0.13,0.015,0.575,Lap_Sim_constantAero_T27.m not found.,989
CL_0.140_CD_0.015_CoP_0.575,0.14,0.015,0.575,Lap_Sim_constantAero_T27.m not found.,990
CL_0.040_CD_0.020_CoP_0.575,0.04,0.02,0.575,Lap_Sim_constantAero_T27.m not found.,991
CL_0.050_CD_0.020_CoP_0.575,0.05,0.02,0.575,Lap_Sim_constantAero_T27.m not found.,992
CL_0.060_CD_0.020_CoP_0.575,0.06,0.02,0.575,Lap_Sim_constantAero_T27.m not found.,993
CL_0.070_CD_0.020_CoP_0.575,0.07,0.02,0.575,Lap_Sim_constantAero_T27.m not found.,994
CL_0.080_CD_0.020_CoP_0.575,0.08,0.02,0.575,Lap_Sim_constantAero_T27.m not found.,995
CL_0.090_CD_0.020_CoP_0.575,0.09,0.02,0.575,Lap_Sim_constantAero_T27.m not found.,996
CL_0.100_CD_0.020_CoP_0.575,0.1,0.02,0.575,Lap_Sim_constantAero_T27.m not found.,997
CL_0.110_CD_0.020_CoP_0.575,0.11,0.02,0.575,Lap_Sim_constantAero_T27.m not found.,998
CL_0.120_CD_0.020_CoP_0.575,0.12,0.02,0.575,Lap_Sim_constantAero_T27.m not found.,999
CL_0.130_CD_0.020_CoP_0.575,0.13,0.02,0.575,Lap_Sim_constantAero_T27.m not found.,1000
CL_0.140_CD_0.020_CoP_0.575,0.14,0.02,0.575,Lap_Sim_constantAero_T27.m not found.,1001
CL_0.040_CD_0.025_CoP_0.575,0.04,0.025,0.575,Lap_Sim_constantAero_T27.m not found.,1002
CL_0.050_CD_0.025_CoP_0.575,0.05,0.025,0.575,Lap_Sim_constantAero_T27.m not found.,1003
CL_0.060_CD_0.025_CoP_0.575,0.06,0.025,0.575,Lap_Sim_constantAero_T27.m not found.,1004
CL_0.070_CD_0.025_CoP_0.575,0.07,0.025,0.575,Lap_Sim_constantAero_T27.m not found.,1005
CL_0.080_CD_0.025_CoP_0.575,0.08,0.025,0.575,Lap_Sim_constantAero_T27.m not found.,1006
CL_0.090_CD_0.025_CoP_0.575,0.09,0.025,0.575,Lap_Sim_constantAero_T27.m not found.,1007
CL_0.100_CD_0.025_CoP_0.575,0.1,0.025,0.575,Lap_Sim_constantAero_T27.m not found.,1008
CL_0.110_CD_0.025_CoP_0.575,0.11,0.025,0.575,Lap_Sim_constantAero_T27.m not found.,1009
CL_0.120_CD_0.025_CoP_0.575,0.12,0.025,0.575,Lap_Sim_constantAero_T27.m not found.,1010
CL_0.130_CD_0.025_CoP_0.575,0.13,0.025,0.575,Lap_Sim_constantAero_T27.m not found.,1011
CL_0.140_CD_0.025_CoP_0.575,0.14,0.025,0.575,Lap_Sim_constantAero_T27.m not found.,1012
CL_0.040_CD_0.030_CoP_0.575,0.04,0.03,0.575,Lap_Sim_constantAero_T27.m not found.,1013
CL_0.050_CD_0.030_CoP_0.575,0.05,0.03,0.575,Lap_Sim_constantAero_T27.m not found.,1014
CL_0.060_CD_0.030_CoP_0.575,0.06,0.03,0.575,Lap_Sim_constantAero_T27.m not found.,1015
CL_0.070_CD_0.030_CoP_0.575,0.07,0.03,0.575,Lap_Sim_constantAero_T27.m not found.,1016
CL_0.080_CD_0.030_CoP_0.575,0.08,0.03,0.575,Lap_Sim_constantAero_T27.m not found.,1017
CL_0.090_CD_0.030_CoP_0.575,0.09,0.03,0.575,Lap_Sim_constantAero_T27.m not found.,1018
CL_0.100_CD_0.030_CoP_0.575,0.1,0.03,0.575,Lap_Sim_constantAero_T27.m not found.,1019
CL_0.110_CD_0.030_CoP_0.575,0.11,0.03,0.575,Lap_Sim_constantAero_T27.m not found.,1020
CL_0.120_CD_0.030_CoP_0.575,0.12,0.03,0.575,Lap_Sim_constantAero_T27.m not found.,1021
CL_0.130_CD_0.030_CoP_0.575,0.13,0.03,0.575,Lap_Sim_constantAero_T27.m not found.,1022
CL_0.140_CD_0.030_CoP_0.575,0.14,0.03,0.575,Lap_Sim_constantAero_T27.m not found.,1023
CL_0.040_CD_0.035_CoP_0.575,0.04,0.035,0.575,Lap_Sim_constantAero_T27.m not found.,1024
CL_0.050_CD_0.035_CoP_0.575,0.05,0.035,0.575,Lap_Sim_constantAero_T27.m not found.,1025
CL_0.060_CD_0.035_CoP_0.575,0.06,0.035,0.575,Lap_Sim_constantAero_T27.m not found.,1026
CL_0.070_CD_0.035_CoP_0.575,0.07,0.035,0.575,Lap_Sim_constantAero_T27.m not found.,1027
CL_0.080_CD_0.035_CoP_0.575,0.08,0.035,0.575,Lap_Sim_constantAero_T27.m not found.,1028
CL_0.090_CD_0.035_CoP_0.575,0.09,0.035,0.575,Lap_Sim_constantAero_T27.m not found.,1029
CL_0.100_CD_0.035_CoP_0.575,0.1,0.035,0.575,Lap_Sim_constantAero_T27.m not found.,1030
CL_0.110_CD_0.035_CoP_0.575,0.11,0.035,0.575,Lap_Sim_constantAero_T27.m not found.,1031
CL_0.120_CD_0.035_CoP_0.575,0.12,0.035,0.575,Lap_Sim_constantAero_T27.m not found.,1032
CL_0.130_CD_0.035_CoP_0.575,0.13,0.035,0.575,Lap_Sim_constantAero_T27.m not found.,1033
CL_0.140_CD_0.035_CoP_0.575,0.14,0.035,0.575,Lap_Sim_constantAero_T27.m not found.,1034
CL_0.040_CD_0.040_CoP_0.575,0.04,0.04,0.575,Lap_Sim_constantAero_T27.m not found.,1035
CL_0.050_CD_0.040_CoP_0.575,0.05,0.04,0.575,Lap_Sim_constantAero_T27.m not found.,1036
CL_0.060_CD_0.040_CoP_0.575,0.06,0.04,0.575,Lap_Sim_constantAero_T27.m not found.,1037
CL_0.070_CD_0.040_CoP_0.575,0.07,0.04,0.575,Lap_Sim_constantAero_T27.m not found.,1038
CL_0.080_CD_0.040_CoP_0.575,0.08,0.04,0.575,Lap_Sim_constantAero_T27.m not found.,1039
CL_0.090_CD_0.040_CoP_0.575,0.09,0.04,0.575,Lap_Sim_constantAero_T27.m not found.,1040
CL_0.100_CD_0.040_CoP_0.575,0.1,0.04,0.575,Lap_Sim_constantAero_T27.m not found.,1041
CL_0.110_CD_0.040_CoP_0.575,0.11,0.04,0.575,Lap_Sim_constantAero_T27.m not found.,1042
CL_0.120_CD_0.040_CoP_0.575,0.12,0.04,0.575,Lap_Sim_constantAero_T27.m not found.,1043
CL_0.130_CD_0.040_CoP_0.575,0.13,0.04,0.575,Lap_Sim_constantAero_T27.m not found.,1044
CL_0.140_CD_0.040_CoP_0.575,0.14,0.04,0.575,Lap_Sim_constantAero_T27.m not found.,1045
CL_0.040_CD_0.045_CoP_0.575,0.04,0.045,0.575,Lap_Sim_constantAero_T27.m not found.,1046
CL_0.050_CD_0.045_CoP_0.575,0.05,0.045,0.575,Lap_Sim_constantAero_T27.m not found.,1047
CL_0.060_CD_0.045_CoP_0.575,0.06,0.045,0.575,Lap_Sim_constantAero_T27.m not found.,1048
CL_0.070_CD_0.045_CoP_0.575,0.07,0.045,0.575,Lap_Sim_constantAero_T27.m not found.,1049
CL_0.080_CD_0.045_CoP_0.575,0.08,0.045,0.575,Lap_Sim_constantAero_T27.m not found.,1050
CL_0.090_CD_0.045_CoP_0.575,0.09,0.045,0.575,Lap_Sim_constantAero_T27.m not found.,1051
CL_0.100_CD_0.045_CoP_0.575,0.1,0.045,0.575,Lap_Sim_constantAero_T27.m not found.,1052
CL_0.110_CD_0.045_CoP_0.575,0.11,0.045,0.575,Lap_Sim_constantAero_T27.m not found.,1053
CL_0.120_CD_0.045_CoP_0.575,0.12,0.045,0.575,Lap_Sim_constantAero_T27.m not found.,1054
CL_0.130_CD_0.045_CoP_0.575,0.13,0.045,0.575,Lap_Sim_constantAero_T27.m not found.,1055
CL_0.140_CD_0.045_CoP_0.575,0.14,0.045,0.575,Lap_Sim_constantAero_T27.m not found.,1056
CL_0.040_CD_0.050_CoP_0.575,0.04,0.05,0.575,Lap_Sim_constantAero_T27.m not found.,1057
CL_0.050_CD_0.050_CoP_0.575,0.05,0.05,0.575,Lap_Sim_constantAero_T27.m not found.,1058
CL_0.060_CD_0.050_CoP_0.575,0.06,0.05,0.575,Lap_Sim_constantAero_T27.m not found.,1059
CL_0.070_CD_0.050_CoP_0.575,0.07,0.05,0.575,Lap_Sim_constantAero_T27.m not found.,1060
CL_0.080_CD_0.050_CoP_0.575,0.08,0.05,0.575,Lap_Sim_constantAero_T27.m not found.,1061
CL_0.090_CD_0.050_CoP_0.575,0.09,0.05,0.575,Lap_Sim_constantAero_T27.m not found.,1062
CL_0.100_CD_0.050_CoP_0.575,0.1,0.05,0.575,Lap_Sim_constantAero_T27.m not found.,1063
CL_0.110_CD_0.050_CoP_0.575,0.11,0.05,0.575,Lap_Sim_constantAero_T27.m not found.,1064
CL_0.120_CD_0.050_CoP_0.575,0.12,0.05,0.575,Lap_Sim_constantAero_T27.m not found.,1065
CL_0.130_CD_0.050_CoP_0.575,0.13,0.05,0.575,Lap_Sim_constantAero_T27.m not found.,1066
CL_0.140_CD_0.050_CoP_0.575,0.14,0.05,0.575,Lap_Sim_constantAero_T27.m not found.,1067
CL_0.040_CD_0.055_CoP_0.575,0.04,0.055,0.575,Lap_Sim_constantAero_T27.m not found.,1068
CL_0.050_CD_0.055_CoP_0.575,0.05,0.055,0.575,Lap_Sim_constantAero_T27.m not found.,1069
CL_0.060_CD_0.055_CoP_0.575,0.06,0.055,0.575,Lap_Sim_constantAero_T27.m not found.,1070
CL_0.070_CD_0.055_CoP_0.575,0.07,0.055,0.575,Lap_Sim_constantAero_T27.m not found.,1071
CL_0.080_CD_0.055_CoP_0.575,0.08,0.055,0.575,Lap_Sim_constantAero_T27.m not found.,1072
CL_0.090_CD_0.055_CoP_0.575,0.09,0.055,0.575,Lap_Sim_constantAero_T27.m not found.,1073
CL_0.100_CD_0.055_CoP_0.575,0.1,0.055,0.575,Lap_Sim_constantAero_T27.m not found.,1074
CL_0.110_CD_0.055_CoP_0.575,0.11,0.055,0.575,Lap_Sim_constantAero_T27.m not found.,1075
CL_0.120_CD_0.055_CoP_0.575,0.12,0.055,0.575,Lap_Sim_constantAero_T27.m not found.,1076
CL_0.130_CD_0.055_CoP_0.575,0.13,0.055,0.575,Lap_Sim_constantAero_T27.m not found.,1077
CL_0.140_CD_0.055_CoP_0.575,0.14,0.055,0.575,Lap_Sim_constantAero_T27.m not found.,1078
CL_0.040_CD_0.060_CoP_0.575,0.04,0.06,0.575,Lap_Sim_constantAero_T27.m not found.,1079
CL_0.050_CD_0.060_CoP_0.575,0.05,0.06,0.575,Lap_Sim_constantAero_T27.m not found.,1080
CL_0.060_CD_0.060_CoP_0.575,0.06,0.06,0.575,Lap_Sim_constantAero_T27.m not found.,1081
CL_0.070_CD_0.060_CoP_0.575,0.07,0.06,0.575,Lap_Sim_constantAero_T27.m not found.,1082
CL_0.080_CD_0.060_CoP_0.575,0.08,0.06,0.575,Lap_Sim_constantAero_T27.m not found.,1083
CL_0.090_CD_0.060_CoP_0.575,0.09,0.06,0.575,Lap_Sim_constantAero_T27.m not found.,1084
CL_0.100_CD_0.060_CoP_0.575,0.1,0.06,0.575,Lap_Sim_constantAero_T27.m not found.,1085
CL_0.110_CD_0.060_CoP_0.575,0.11,0.06,0.575,Lap_Sim_constantAero_T27.m not found.,1086
CL_0.120_CD_0.060_CoP_0.575,0.12,0.06,0.575,Lap_Sim_constantAero_T27.m not found.,1087
CL_0.130_CD_0.060_CoP_0.575,0.13,0.06,0.575,Lap_Sim_constantAero_T27.m not found.,1088
CL_0.140_CD_0.060_CoP_0.575,0.14,0.06,0.575,Lap_Sim_constantAero_T27.m not found.,1089
